company_name,url,ideal_talent_profile,core_values,detailed_description
한국타이어앤테크놀로지,https://hankooktire.recruiter.co.kr/career/growth(1),전문성을 갖춰 능동적으로 일의 주체가 되는 Proactive Leader,"Passion, Innovation, Collaboration, Global","한국타이어는 기업가 정신을 바탕으로 자신의 일에 몰입하는 '열정(Passion)', 창의적 사고와 실행력으로 변화를 주도하는 '혁신(Innovation)', 신뢰를 기반으로 적극적으로 소통하는 '협업(Collaboration)', 글로벌 트렌드를 이해하고 언제나 최고의 전문성을 추구하는 '글로벌(Global)' 역량을 갖춘 Proactive Leader를 지향합니다."
동원그룹,https://www.dongwon.com/career/dongwon,"바르게 사고하고 행동하며, 일을 즐기고, 새로움을 추구하며, 목표에 몰입해 협력하는 인재","정직·책임, 일의 즐거움, 창의·도전, 몰입·협력","동원그룹은 사실과 다양한 관점을 기반으로 올바르게 판단하고 맡은 일을 끝까지 책임지는 ‘정직하고 책임 있는 인재’, 자신의 업무를 즐기며 계획적으로 추진하는 ‘일을 즐기는 인재’, 고정관념에 얽매이지 않고 창의적 사고로 새로운 아이디어를 창출하는 ‘새로움을 추구하는 인재’, ‘반드시 잘할 수 있다’는 태도로 몰입하며 함께 협력해 목표를 달성하는 ‘협력하는 몰입형 인재’를 지향합니다."
KG케미칼,http://www.kgchem.co.kr/jobinfo/jobinfo3.php,"창조와 도전으로 희망을 만들고, 긍정과 책임으로 최선을 다하며, 사랑과 화합으로 함께 성장하는 인재","도전인, 책임인, 덕장인","KG케미칼은 창조적 개척 정신과 희망을 품고 새로운 영역에 도전하는 ‘도전인(Challenge-Taker)’, 적극적이고 긍정적인 사고로 맡은 바에 책임을 다하는 ‘책임인(Responsible Performer)’, 서로를 아끼고 배려하며 화합과 협업으로 시너지를 만드는 ‘덕장인(Team Steward)’ 인재를 지향합니다."
KG에코솔루션,http://m.kgecosolution.co.kr/K/promotion/recruit/talent.php,"신나게 일하며, 개인과 회사가 함께 성장하는 미래 지향 인재","즐거운 일터, 성장 중심, 미래 지향","KG에코솔루션은 직원들이 자신의 일을 즐겁게 실행할 수 있는 환경을 조성하며, 개인과 조직이 함께 발전할 수 있도록 성장 중심 문화를 실현합니다. 또한, 미래를 대비하는 비전 아래 미래 지향적 사고와 행동을 발휘하는 인재를 지향합니다."
HL홀딩스,https://www.hlholdings.co.kr/recruit/recruit_1.jsp,"정도경영·프런티어·합력을 체득하며, 자부심과 열정으로 글로벌 일류 성장을 추구하는 인재","정도경영, 프런티어, 합력","HL홀딩스는 기본과 원칙을 지키며 정정당당하게 행동하는 ‘정도경영형 인재(Integrous)’, 도전과 혁신으로 최고가 되고자 하는 ‘프런티어형 인재(Frontier-minded)’, 배려와 소통을 통해 협력하고 상생하는 ‘합력형 인재(Cooperative)’를 지향하며, 이 모두를 바탕으로 그룹과 함께 자부심과 절실함을 품고 최고의 성과로 글로벌 일류로 도약하고자 하는 인재상을 갖추길 원합니다."
BGF리테일,https://bgf.recruiter.co.kr/appsite/company/callSubPage?code1=3000&code2=3200,"열정과 도전, 정직과 학습, 협력 정신으로 고객가치 구현과 사회 발전에 기여하는 인재","열정, 도전, 정직, 팀워크, 학습","BGF 그룹은 항상 업무와 인간관계에서 **열정**을 기반으로 행동하고, 새로운 가치와 기회를 탐색하는 **도전적** 태도를 중시합니다. 또한 기본과 원칙을 지키며 **정직**하게 행동하는 인재, 조직과의 조화와 협업을 중시하는 **팀워크** 인재, 변화에 능동적으로 대응하며 지속적으로 성장하는 **학습** 중심 인재를 지향합니다."
근로복지공단,https://hrdcenter.comwel.or.kr/intro/ideal/ideal.jsp,"현장 전문성과 소통, 공감, 열정을 바탕으로 함께 성장하는 바른 인재","현장 전문성, 소통·협업, 공감, 열정","근로복지공단 인재개발원은 현장의 요구에 맞는 실무 전문성을 갖추며, 적극적으로 소통하고 협업하는 인재를 지향합니다. 나아가 다양한 이들과 진심으로 공감하고, 열정을 가지고 함께 성장하며 바르게 실천하는 인재의 자세를 중요하게 여깁니다."
대림,https://www.daelim.co.kr/ko/pc/careers/employment-talent.do,"업에 대한 전문성, 문제 해결력, 세밀한 실행력, 리더십을 갖춘 인재","업전문성, 문제해결력, Detail/집요함, 리더십","대림은 △해당 업의 차별화된 전문적 역량을 보유한 ‘업전문성’, △문제를 명확히 파악하고 구조화된 솔루션을 제안하는 ‘문제해결력’, △제안된 솔루션을 구체적 계획으로 수립하고 끝까지 집요하게 실행해내는 ‘Detail/집요함’, △조직과 구성원을 이끌며 협업하는 ‘리더십’을 갖춘 인재를 지향합니다."
DL이앤씨,https://www.dlenc.co.kr/careers/Ability.do,"새로운 것을 찾고, 멀리 내다보며, 자신의 일에 으뜸이 되고, 고객을 이해하며, 팀워크를 이루고, 약속을 지키며, 근검절약하는 인재","새로운 것을 찾는다, 멀리 내다본다, 자기 일에 으뜸이 된다, 고객을 잘 안다, 팀워크를 이룬다, 약속을 지킨다, 근검절약을 한다","DL이앤씨는 창의적인 도전과 탐색 정신을 가진 인재를 원합니다. 즉, 미래를 예견하고 계획하며, 자신의 일을 최고 수준으로 수행하고, 고객의 니즈를 진정으로 이해하며, 협업과 신뢰를 통해 팀 가치를 실현할 수 있는 인재, 그리고 약속을 준수하고 자원을 절제하는 책임감 있는 태도를 지닌 인재를 지향합니다."
DL건설,https://www.dlconstruction.co.kr/mobile/zEmployment/recruit_outline.asp,"기본과 원칙을 지키고, 창의적 변화를 주도하며, 끝까지 도전하는 인재","업전문성, 문제해결력, Detail/집요함, 리더십","DL건설은 ‘기본과 원칙을 준수하며 투명하고 정직하게 행동하는 인재(업전문성)’, ‘문제를 정확히 파악하고 조직적인 해결책을 제시하는 인재(문제해결력)’, ‘자신이 만든 계획을 구체적으로 수립하고 끝까지 집요하게 실행하는 인재(Detail/집요함)’, 그리고 ‘조직을 이끄는 리더십을 발휘하는 인재’를 지향합니다."
DL케미칼,https://www.dlchemical.co.kr/ko/recruit,"새로운 것을 찾고, 멀리 내다보며, 자신의 일에 으뜸이 되고, 고객을 이해하며, 팀워크를 이루고, 약속을 지키며, 근검절약하는 인재","새로운 것을 찾는다, 멀리 내다본다, 자기 일에 으뜸이 된다, 고객을 잘 안다, 팀워크를 이룬다, 약속을 지킨다, 근검절약을 한다","DL케미칼은 창의적 도전을 바탕으로 새로운 것을 탐구하고(새로운 것을 찾는다), 미래를 예측하고 전략적으로 행동하는(멀리 내다본다), 자신의 일에 최고 수준의 완성도를 추구하는(자기 일에 으뜸이 된다), 조직 내에서 협력하고 화합하는(팀웍), 신뢰 기반의 약속을 실천하는(약속을 지킨다), 자원을 절제하여 효율을 추구하는(근검절약), 그리고 고객의 니즈를 깊이 이해하는(고객을 잘 안다) 인재를 지향합니다."
DGB금융지주,https://www.imbank.co.kr/proto/dfg/html/group/group_talent.html,섬김과 정직을 바탕으로 새로운 가치를 창출하는 인재,"Respect(섬김), Passion(열정), Integrity(정직)","DGB금융지주는 고객지향, 직원존중, 소통, 사회적 책임을 중시하는 ‘섬김(Respect)’을 핵심 가치로 삼습니다. 또한 열정, 주인의식, 변화혁신을 실천하는 ‘열정(Passion)’을 강조하며, 원칙에 대한 이해와 정직·신뢰·소명의식을 바탕으로 한 ‘정직(Integrity)’을 중요한 덕목으로 추구합니다. 이를 통해 사람을 존중하고 지역과 고객을 위해 봉사하며, 창의적이고 주체적으로 도전하며, 책임감과 신뢰를 바탕으로 행동하는 인재를 지향합니다."
카카오,https://www.kakaocorp.com/page/about/culture,"신뢰를 기반으로 솔직하게 소통하며, 사용자를 중심에 두고 용감하게 도전하고, 전문성과 자율성을 바탕으로 함께 일하는 인재","Trust, Open Communication, User-centric, Courage, Autonomy, Professionalism","카카오는 서로를 신뢰하며 진심으로 소통하는 문화를 바탕으로, 서비스를 사용하는 고객의 관점을 고민하는 인재를 중요시합니다. 열린 태도로 팀 목표를 함께 달성하고, 명료한 의사결정과 빠른 실행을 실천하며, 용감한 도전을 통해 변화를 만들어가는 전문가로서 자율성을 갖춘 인재를 지향합니다."
효성티앤씨,https://www.hyosungtnc.com/kr/company/recruit/talent,"글로벌 최고 수준의 역량을 바탕으로 혁신하고, 책임감 있게 실행하며, 신뢰를 기반으로 행동하는 인재","최고 (Global Excellence), 혁신 (Innovation), 책임 (Accountability), 신뢰 (Integrity)","효성티앤씨는 치열한 글로벌 시장에서도 학습과 실행으로 최고의 역량을 유지하는 '최고', 새롭고 효율적인 해결을 위해 도전하는 '혁신', 주인의식으로 업무 완수까지 책임지는 '책임', 사실과 원칙에 기반해 협력하며 신뢰를 쌓는 '신뢰'형 인재를 지향합니다."
한국중부발전,https://www.komipo.co.kr/fr/content/136/main.do,"혁신적 사고와 열정으로 가치를 창출하며, 책임감과 주도성을 갖추고, 상호 존중과 배려로 세계와 소통하는 인재","Creative Challenger, Performance Leader, Global Communicator, 안전환경, 미래성장, 혁신소통, 국민신뢰","KOMIPO는 혁신적 사고와 열정으로 새로운 가치 창출에 도전하는 'Creative Challenger', 강한 자부심과 책임감으로 자기 업무에 주도적인 'Performance Leader', 상호 존중과 배려로 세계와 소통하는 'Global Communicator'를 지향합니다. 또한, 인재상 키워드로 △안전환경(인간존중을 기반으로 안전과 환경을 최우선), △미래성장(신재생·무탄소 에너지 전환을 위한 전문성 강화), △혁신소통(도전정신과 상호 존중 기반의 내외부 소통), △국민신뢰(높은 윤리의식과 공익을 위한 경영 활동)를 강조합니다."
한국남부발전,https://www.kospo.co.kr/kospo/213/subview.do,"차별화된 생각과 행동으로 가치 창출에 도전하고, 변화·혁신을 선도하며, 존중과 협력으로 소통하는 인재","성장인, 도전인, 소통인","한국남부발전은 세계 최고 수준의 성장형 인재를 지향하며, ‘차별화된 사고와 능동적 행동으로 기존 및 신규 사업에서 새로운 가치를 창출하는 실행력’을 중시하는 ‘성장인’을 기대합니다. 또한, 4차 산업혁명 시대의 변화와 혁신을 주도하며 조직과 사업·문화 변화를 이끄는 ‘도전인’을, 세대 간 차이를 인정하고 개방적 자세로 소통하며 산업공동체 및 사회에 헌신하는 ‘소통인’을 인재상으로 삼고 있습니다."
한국서부발전,https://www.iwest.co.kr/iwest/500/subview.do,"글로벌 역량과 리더십, 상생의 협력, 도전정신, 전문성을 갖춘 인재","Global Challenger, Collaborative Contributor, Change Driver, Professional Creator","한국서부발전은 차별화된 글로벌 역량과 강한 리더십으로 세계 최고의 종합에너지 기업으로 성장하려는 인재(Global Challenger), 신뢰를 바탕으로 협력과 상생의 조직문화를 구축하는 인재(Collaborative Contributor), 열정과 도전정신으로 변화를 주도하며 미래를 개척하는 인재(Change Driver), 전문성 확보를 통해 가치를 창조하고 경쟁력 향상에 기여하는 인재(Professional Creator)를 지향합니다."
한국동서발전,https://www.ewp.co.kr/kor/subpage/content.html?pc=ZF5BG2CJQP9GY95B1AGK6JXNIW143HF,"미래를 선도하는 도전적 변화 인재, 글로벌 전문성을 갖춘 인재, 사회적 책임을 실천하는 협력적 조직 인재","도전적 변화인재, 글로벌 전문인재, 협력적 조직인재","한국동서발전은 미래 성장의 주역이 되어 변화를 주도하는 '도전적 변화 인재', 세계 수준의 전문성으로 글로벌 무대에서도 경쟁력 있는 '글로벌 전문 인재', 그리고 사회적 책임을 다하며 조직과 함께 성장하는 '협력적 조직 인재'를 지향합니다."
금호미쓰이화학,https://www.kmci.co.kr/kor/recruit/talented,"끊임없는 도전으로 세계시장을 선도하며, 다양한 이해관계자와 함께 성장하는 글로벌 인재","Passion, Respect, Integrity, Development","금호미쓰이화학은 ‘Solution Mate’라는 인재상을 통해, 통찰력 있게 최적의 대안을 만들고 이해관계자와 함께 성장하는 인재를 지향합니다. 핵심가치는 △Passion(열정): 열의와 정성을 다해 본인의 전문성을 극대화, △Respect(존중): 다양한 이해관계자의 의견을 존중하고 신뢰 기반의 긍정적 관계 형성, △Integrity(정직): 원칙에 기반하여 공정하고 투명하게 본질을 추구하며 함께 사는 가치 창출, △Development(성장): 새로운 시각과 접근법으로 꾸준히 모두의 성장을 이루는 것 입니다."
금호피앤비화학,https://www.kpb.co.kr/kor/recruit/talent,"끊임없는 도전으로 세계시장을 선도하며, 다양한 이해관계자와 함께 성장하는 글로벌 인재","Passion, Respect, Integrity, Development","금호피앤비화학은 ‘Solution Mate’라는 인재상을 통해, 통찰력 있게 최적의 대안을 만들고 이해관계자와 함께 성장하는 인재를 지향합니다. 핵심가치는 △Passion(열정): 열의와 정성을 다해 본인의 전문성을 극대화, △Respect(존중): 다양한 이해관계자의 의견을 존중하고 신뢰 기반의 긍정적 관계 형성, △Integrity(정직): 원칙에 기반하여 공정하고 투명하게 본질을 추구하며 함께 사는 가치 창출, △Development(성장): 새로운 시각과 접근법으로 꾸준히 모두의 성장을 이루는 것 입니다."
금호티앤엘,https://ktnl.co.kr/m/page.html?pid=4,"끊임없는 도전으로 세계시장을 선도하며, 다양한 이해관계자와 함께 성장하는 글로벌 인재","Passion, Respect, Integrity, Development","금호티앨앤은 ‘Solution Mate’라는 인재상을 통해, 통찰력 있게 최적의 대안을 만들고 이해관계자와 함께 성장하는 인재를 지향합니다. 핵심가치는 △Passion(열정): 열의와 정성을 다해 본인의 전문성을 극대화, △Respect(존중): 다양한 이해관계자의 의견을 존중하고 신뢰 기반의 긍정적 관계 형성, △Integrity(정직): 원칙에 기반하여 공정하고 투명하게 본질을 추구하며 함께 사는 가치 창출, △Development(성장): 새로운 시각과 접근법으로 꾸준히 모두의 성장을 이루는 것 입니다."
홈플러스,https://corporate.homeplus.co.kr/m/Recruit/RightPeople.aspx,"고객을 최우선으로 생각하며, 신뢰와 협업을 바탕으로 끊임없이 혁신하고 즐겁게 성장하는 인재","긍지(Pride), 신뢰(Trust), 우수(Excellence), 집념(Grit), 협업(Collaboration), 신바람(Fun)","홈플러스는 고객에게 제공하는 가치에 대한 자부심을 가지고(긍지), 고객·동료·협력사와 신뢰를 바탕으로 진실되고 올바르게 행동하며(신뢰), 고객에게 최고의 가치를 제공하기 위해 끊임없는 열정으로 혁신하는 인재(우수)를 지향합니다. 또한, 성공의 본질에 집중하며 끈기와 책임감으로 목표를 끝까지 완수하는 집념(Grit), 서로 신뢰하고 존중하며 더 나은 결과를 만드는 협업(Collaboration), 즐거운 쇼핑 경험을 제공하고 긍정적으로 도전하는 신바람(Fun) 문화를 중요하게 여깁니다."
KCC,https://www.kccworld.co.kr/jobs/talent.do,"기본에 충실한 전문 지식으로 도전하며, 창의적으로 실천하고, 정직과 책임을 실천하는 인재","Knowledge, Challenge, Courage (Honesty & Responsibility)","KCC는 ‘지식(Knowledge)’을 기반으로 조직 방향에 맞는 전문성을 갖춘 인재, 불굴의 의지와 창의력으로 실제 행동으로 옮기는 ‘도전적인 인재(Challenge)’, 그리고 고객과 조직에 대한 정직함과 책임감을 갖춘 ‘신뢰할 수 있는 인재(Courage – Honesty & Responsibility)’를 지향합니다."
코스트코코리아,https://costco.recruiter.co.kr/appsite/company/callSubPage?code1=4000&code2=4200,"도전을 즐기고 빠르게 적응하며, 열정과 의욕을 가지고 성실하게 노력하는 인재","의사소통, 팀워크, 자발적인 태도, 회원서비스, 신뢰성, 융통성","코스트코는 도전을 즐기고 빠르게 돌아가는 팀 업무 환경을 좋아하며 열정과 의욕이 넘치는 인재를 추구합니다. 성공적인 직원은 명확한 서비스 마인드를 가지고 개인 생활과 직장 생활 모두에서 좋은 성과를 거두기 위해 성실히 노력합니다. 이를 위해 △의사소통: 명확하고 효과적인 소통, △팀워크: 협력적인 조직문화, △자발적인 태도: 주도적이고 적극적인 자세, △회원서비스: 고객 중심의 서비스 마인드, △신뢰성: 진실되고 책임감 있는 행동, △융통성: 변화에 대한 유연한 대응과 적응을 강조합니다."
여천NCC,https://www.yncc.co.kr/ko/ir/hrSystem1.do,"성과를 창출하며, 전문성을 갖추고, 계속해서 혁신하는 인재","성과 중심, 전문성, 혁신","여천NCC는 성과를 창출하는 인재, 최고의 전문성을 지닌 인재, 그리고 끊임없이 혁신하는 인재를 지향합니다. '성과를 창출하는 사람'은 열린 마음과 팀워크를 바탕으로 협업하며, '최고의 전문성을 갖춘 사람'은 지속적인 학습을 통해 분야의 선두주자가 되고, '끊임없이 혁신하는 사람'은 열정과 도전 의식을 기반으로 창의적인 사고로 변화를 실행합니다."
코오롱,https://dream.kolon.com/RECRUIT_KOLON/hr/rec/recruit/userhtml/controller/AboutKolonWebController/view_05.hr,"고객 중심 가치 제공과 차별화된 사고로 경쟁력을 갖추며, 세계를 선도하는 인재","First Choice of Customers, Uniqueness, Individual Excellence","코오롱그룹은 고객의 기대를 뛰어넘는 가치를 제공하며 고객으로부터 가장 사랑받는 기업이 되고자 하며 (First Choice of Customers), 시장을 앞서가는 독창적 사고와 차별화된 접근으로 경쟁 우위를 확보하고, (Uniqueness), 높은 목표 설정과 철저한 준비, 그리고 한계 없이 실행하는 개인의 탁월성을 중시하는 인재 (Individual Excellence)를 지향합니다."
세아그룹,https://www.seah.co.kr/sustainability/fostering,정직과 열정을 기반으로 탁월한 실력을 발휘해 세상을 아름답게 만드는 인재,"정직 (Honesty), 열정 (Passion), 실력 (Professionalism)","세아그룹은 바르고 곧은 행동과 지혜로 이상을 세우는 ‘정직’, 변화에 능동적으로 도전하며 새로운 가치를 창출하는 ‘열정’, 협업을 통해 다양한 재능을 공유하고 시작한 일을 끝까지 완수하는 ‘실력’을 핵심 가치로 삼습니다. 이 가치를 기반으로 임직원이 함께 성장하며 풍요로운 미래를 만들어 가는 인재를 지향합니다."
KT&G,https://www.ktng.com/model,"끝없는 도전과 집념으로 변화를 선도하고, 신속한 실행과 책임으로 성과를 내며, 열린 소통과 협력을 통해 조직과 함께 성장하는 인재","Challenge, Execute, Optimize","KT&G의 인재상 ‘I am C.E.O’는 다음과 같은 핵심 역량으로 구성됩니다:\n• **Challenge (끊임없이 도전하는 인재)**: 성장과 변화를 이끌기 위해 열정과 집념으로 창의적 도전을 지속합니다.\n• **Execute (성과를 내는 인재)**: 사실 기반의 판단으로 신속하게 실행하고, 목표 달성을 위해 스스로 책임지는 자세를 갖춥니다.\n• **Optimize (협력하는 인재)**: 나보다 ‘우리’를 먼저 생각하며, 열린 소통으로 다양한 구성원과 협력해 시너지를 창출합니다."
서브원,https://careers.serveone.co.kr/app/careers/ViewProcedures.rpi,"열정을 바탕으로 끊임없이 자기 혁신을 실천하며, 고객에게 신뢰와 감동을 제공하는 인재","열정, 자기혁신, 고객신뢰, 고객감동 (Pride)","서브원은 자신의 일에 대한 뜨거운 열정을 가지고 지속적으로 자기 발전을 추구하는 인재, 고객의 기대를 넘어 신뢰와 감동을 제공하는 브랜드 가치를 실천하는 인재를 지향합니다. 이 모든 과정에서 구성원은 'Pride'—즉 자부심을 기반으로 일에 임합니다."
SPC,https://spc.recruiter.co.kr/career/talent,"정직한 행동과 혁신적 접근으로 시장을 선도하며, 다양성을 살려 유기적으로 협업하는 인재","정직 (Integrity), 혁신 (Innovation), 협업 (Integration)","SPC그룹은 ‘정직(Integrity)’을 바탕으로 기본에 충실하게 올바르게 행동하는 인재, ‘혁신(Innovation)’을 통해 변화를 주도하고 열정적으로 도전하는 인재, 그리고 ‘협업(Integration)’을 기반으로 다양성을 존중하며 유기적으로 협력하는 인재를 지향합니다."
대상홀딩스,https://www.daesang.com/kr/m/recruit/talented/talent.jsp,열린 소통과 주인의식으로 글로벌 식품업계를 선도하는 창의적 혁신 인재,"Talented, Open-minded, Passionate, Innovator","대상은 뛰어난 재능과 자질을 갖춘(Talented), 열린 사고와 마음으로 소통하는(Open-minded), 강한 책임감과 열정을 가진(Passionate), 글로벌 식품업계에 창의와 혁신을 선도하는(INnovator) 인재를 지향합니다."
엠코테크놀로지코리아,https://amkor.com/kr/careers/korea/,긍정적인 사고와 미래 지향적 시각으로 창의와 협력을 발휘하는 테크 리더,"긍정 마인드, 미래 지향, 창의성, 협력","앰코는 고객, 회사, 동료와 함께 성장하기를 바라는 인재를 찾습니다. 긍정적인 마음과 미래에 대한 안목을 갖추고(Citizens of Tomorrow) 창의성과 경험, 비전을 융합해 적극적으로 협업할 줄 아는 '기술 리더'를 지향합니다."
팬오션,https://recruit.panocean.com/company/talent.do,"창의적으로 사고하며 최고를 지향하고 열린 마음으로 협력하며, 세계 시장을 선도하는 실천적 리더형 인재","혁신가, 전문가, 팀 플레이어, 실천적 리더","팬오션은 창의적인 사고로 변화를 주도하는 혁신가, 최고의 전문성을 갖추기 위해 끊임없이 노력하는 전문가, 열린 마음으로 협업을 이루는 팀 플레이어, 그리고 세계 시장에서 실제로 성과를 만들어내는 실천적 리더형 인재를 지향합니다."
삼천리,https://samchullyes.co.kr/recruit/system,"사랑을 품은 열정으로 스스로 도전하고, 사람과 조직을 존중하며, 회사의 미션과 비전을 실천하는 인재","열정, 사랑, 실천","삼천리인은 현실에 안주하지 않고 스스로 목표를 향해 끊임없이 도전하는 ‘열정인’입니다. 사람·기업·이해관계자에 대한 ‘사랑’을 품고, 회사의 미션을 이해하고 비전을 행동으로 옮기는 ‘실천하는 인재’를 지향합니다."
에스엘,https://slworld.recruiter.co.kr/career/slway,"긍정적 자기 인식으로 본질에 집중하고, 최선을 다해 실행하며, 함께 성장하는 인재","긍정적 자기 인식, 본질 집중, 최선 실행, 함께 성장","SL은 구성원이 스스로를 긍정적으로 바라보고 자신의 역할을 명확히 이해함으로써 본질에 집중할 수 있기를 바랍니다. 또한, 실천력 있는 실행과 협업을 통해 개인과 조직이 함께 성장하는 문화를 지향합니다."
아이티센글로벌,https://itcenglobal.com/RECRUIT/cenpeople,"다양성을 존중하며 창의적으로 사고하고, 목표를 향해 책임감 있게 실천하며, 고객을 위해 진심을 담아 봉사하는 인재","Creativity, Energy, National Service","ITCEN은 개인의 개성 및 다양성을 존중하면서 열린 마음과 창의성으로 기존 업무 방식을 과감히 혁신하는 창의적 인재(Creativity), 목표달성을 향해 끊임없이 노력하고 책임감 있게 행동하는 에너지 넘치는 인재(Energy), 고객을 진심으로 대하고 나눔을 통해 사회에 기여하려는 봉사 정신을 갖춘 인재(National Service)를 지향합니다."
